,id,activity_name,type,timestamp,resource
31,105,Check_if_home_insurance_quote_is_requested,complete,2006-02-13 09:58:03,
32,105,Send_home_insurance_quote,assign,2006-02-13 09:58:03,operator
33,105,Send_home_insurance_quote,complete,2006-02-13 10:22:24,
34,105,Verify_repayment_agreement,assign,2006-02-13 10:22:24,operator
35,105,Verify_repayment_agreement,complete,2006-02-13 10:35:24,
36,105,Cancel_application,assign,2006-02-13 10:35:24,operator
37,105,Cancel_application,complete,2006-02-13 10:58:20,
38,105,Loan__application_canceled,assign,2006-02-13 10:58:20,
39,105,Loan__application_canceled,complete,2006-02-13 10:58:20,
40,84,Loan__application_received,assign,2007-02-11 11:00:00,
41,84,Loan__application_received,complete,2007-02-11 11:00:00,
42,84,Check__application__form_completeness,assign,2007-02-11 11:00:00,operator
43,84,Check__application__form_completeness,complete,2007-02-11 11:04:57,
44,84,Appraise_property,assign,2007-02-11 11:04:57,operator
45,84,Check_credit_history,assign,2007-02-11 11:04:57,operator
46,84,Appraise_property,complete,2007-02-11 11:09:49,
47,84,Check_credit_history,complete,2007-02-11 11:29:40,
48,84,Assess_loan_risk,assign,2007-02-11 11:29:40,operator
49,84,Assess_loan_risk,complete,2007-02-11 12:08:23,
50,84,Assess_eligibility,assign,2007-02-11 12:08:23,operator
51,84,Assess_eligibility,complete,2007-02-11 12:29:48,
52,84,Reject_application,assign,2007-02-11 12:29:48,operator
53,84,Reject_application,complete,2007-02-11 13:19:31,
54,84,Loan_application_rejected,assign,2007-02-11 13:19:31,
55,84,Loan_application_rejected,complete,2007-02-11 13:19:31,
56,12,Loan__application_received,assign,2008-02-04 15:00:00,
57,12,Loan__application_received,complete,2008-02-04 15:00:00,
58,12,Check__application__form_completeness,assign,2008-02-04 15:00:00,operator
59,12,Check__application__form_completeness,complete,2008-02-04 15:00:45,
60,12,Appraise_property,assign,2008-02-04 15:00:45,operator
61,12,Check_credit_history,assign,2008-02-04 15:00:45,operator
62,12,Check_credit_history,complete,2008-02-04 15:04:31,
63,12,Assess_loan_risk,assign,2008-02-04 15:04:31,operator
64,12,Appraise_property,complete,2008-02-04 15:06:16,
65,12,Assess_loan_risk,complete,2008-02-04 15:23:25,
66,12,Assess_eligibility,assign,2008-02-04 15:23:25,operator
67,12,Assess_eligibility,complete,2008-02-04 16:29:07,
68,12,Reject_application,assign,2008-02-04 16:29:07,operator
69,12,Reject_application,complete,2008-02-05 09:05:21,
70,12,Loan_application_rejected,assign,2008-02-05 09:05:21,
71,12,Loan_application_rejected,complete,2008-02-05 09:05:21,
72,113,Loan__application_received,assign,2008-02-13 09:30:00,
73,113,Loan__application_received,complete,2008-02-13 09:30:00,
74,113,Check__application__form_completeness,assign,2008-02-13 09:30:00,operator
75,113,Check__application__form_completeness,complete,2008-02-13 10:40:38,
76,113,Appraise_property,assign,2008-02-13 10:40:38,operator
77,113,Check_credit_history,assign,2008-02-13 10:40:38,operator
78,113,Check_credit_history,complete,2008-02-13 10:52:04,
79,113,Assess_loan_risk,assign,2008-02-13 10:52:04,operator
80,113,Assess_loan_risk,complete,2008-02-13 11:13:47,
81,113,Appraise_property,complete,2008-02-13 12:14:13,
82,113,Assess_eligibility,assign,2008-02-13 12:14:13,operator
83,113,Assess_eligibility,complete,2008-02-13 12:31:36,
84,113,Prepare_acceptance_pack,assign,2008-02-13 12:31:36,operator
85,113,Prepare_acceptance_pack,complete,2008-02-13 12:35:29,
86,113,Check_if_home_insurance_quote_is_requested,assign,2008-02-13 12:35:29,operator
87,113,Check_if_home_insurance_quote_is_requested,complete,2008-02-13 12:36:05,
88,113,Send_home_insurance_quote,assign,2008-02-13 12:36:05,operator
89,113,Send_home_insurance_quote,complete,2008-02-13 12:47:59,
90,113,Verify_repayment_agreement,assign,2008-02-13 12:47:59,operator
91,113,Verify_repayment_agreement,complete,2008-02-13 13:34:41,
92,113,Approve_application,assign,2008-02-13 13:34:41,operator
93,113,Approve_application,complete,2008-02-13 14:21:39,
94,113,Loan__application_approved,assign,2008-02-13 14:21:39,
95,113,Loan__application_approved,complete,2008-02-13 14:21:39,
96,163,Loan__application_received,assign,2008-02-18 10:30:00,
97,163,Loan__application_received,complete,2008-02-18 10:30:00,
98,163,Check__application__form_completeness,assign,2008-02-18 10:30:00,operator
99,163,Check__application__form_completeness,complete,2008-02-18 10:30:37,
100,163,Appraise_property,assign,2008-02-18 10:30:37,operator
101,163,Check_credit_history,assign,2008-02-18 10:30:37,operator
102,163,Appraise_property,complete,2008-02-18 10:35:43,
103,163,Check_credit_history,complete,2008-02-18 11:08:58,
104,163,Assess_loan_risk,assign,2008-02-18 11:08:58,operator
105,163,Assess_loan_risk,complete,2008-02-18 11:19:22,
106,163,Assess_eligibility,assign,2008-02-18 11:19:22,operator
107,163,Assess_eligibility,complete,2008-02-18 11:26:24,
108,163,Prepare_acceptance_pack,assign,2008-02-18 11:26:24,operator
109,163,Prepare_acceptance_pack,complete,2008-02-18 12:05:45,
110,163,Check_if_home_insurance_quote_is_requested,assign,2008-02-18 12:05:45,operator
111,163,Check_if_home_insurance_quote_is_requested,complete,2008-02-18 12:10:12,
112,163,Send_home_insurance_quote,assign,2008-02-18 12:10:12,operator
113,163,Send_home_insurance_quote,complete,2008-02-18 13:13:10,
114,163,Verify_repayment_agreement,assign,2008-02-18 13:13:10,operator
115,163,Verify_repayment_agreement,complete,2008-02-18 13:33:10,
116,163,Approve_application,assign,2008-02-18 13:33:10,operator
117,163,Approve_application,complete,2008-02-18 13:39:53,
118,163,Loan__application_approved,assign,2008-02-18 13:39:53,
119,163,Loan__application_approved,complete,2008-02-18 13:39:53,
120,154,Loan__application_received,assign,2008-02-15 14:00:00,
121,154,Loan__application_received,complete,2008-02-15 14:00:00,
122,154,Check__application__form_completeness,assign,2008-02-15 14:00:00,operator
123,154,Check__application__form_completeness,complete,2008-02-15 14:14:09,
124,154,Appraise_property,assign,2008-02-15 14:14:09,operator
125,154,Check_credit_history,assign,2008-02-15 14:14:09,operator
126,154,Appraise_property,complete,2008-02-15 14:30:34,
127,154,Check_credit_history,complete,2008-02-15 14:51:26,
128,154,Assess_loan_risk,assign,2008-02-15 14:51:26,operator
129,154,Assess_loan_risk,complete,2008-02-15 14:52:29,
130,154,Assess_eligibility,assign,2008-02-15 14:52:29,operator
131,154,Assess_eligibility,complete,2008-02-15 15:00:26,
132,154,Prepare_acceptance_pack,assign,2008-02-15 15:00:26,operator
133,154,Prepare_acceptance_pack,complete,2008-02-15 15:42:28,
134,154,Check_if_home_insurance_quote_is_requested,assign,2008-02-15 15:42:28,operator
135,154,Check_if_home_insurance_quote_is_requested,complete,2008-02-15 16:26:49,
136,154,Send_home_insurance_quote,assign,2008-02-15 16:26:49,operator
137,154,Send_home_insurance_quote,complete,2008-02-15 16:43:20,
138,154,Verify_repayment_agreement,assign,2008-02-15 16:43:20,operator
139,154,Verify_repayment_agreement,complete,2008-02-15 16:47:52,
140,154,Cancel_application,assign,2008-02-15 16:47:52,operator
141,154,Cancel_application,complete,2008-02-18 09:51:02,
142,154,Loan__application_canceled,assign,2008-02-18 09:51:02,
143,154,Loan__application_canceled,complete,2008-02-18 09:51:02,
144,2,Loan__application_received,assign,2009-02-04 10:00:00,
145,2,Loan__application_received,complete,2009-02-04 10:00:00,
146,2,Check__application__form_completeness,assign,2009-02-04 10:00:00,operator
147,2,Check__application__form_completeness,complete,2009-02-04 12:08:09,
148,2,Appraise_property,assign,2009-02-04 12:08:09,operator
149,2,Check_credit_history,assign,2009-02-04 12:08:09,operator
150,2,Check_credit_history,complete,2009-02-04 12:11:07,
151,2,Assess_loan_risk,assign,2009-02-04 12:11:07,operator
152,2,Appraise_property,complete,2009-02-04 12:37:55,
153,2,Assess_loan_risk,complete,2009-02-04 12:50:08,
154,2,Assess_eligibility,assign,2009-02-04 12:50:08,operator
155,2,Assess_eligibility,complete,2009-02-04 12:50:23,
156,2,Prepare_acceptance_pack,assign,2009-02-04 12:50:23,operator
157,2,Prepare_acceptance_pack,complete,2009-02-04 13:00:19,
158,2,Check_if_home_insurance_quote_is_requested,assign,2009-02-04 13:00:19,operator
159,2,Check_if_home_insurance_quote_is_requested,complete,2009-02-04 13:04:23,
160,2,Send_acceptance_pack,assign,2009-02-04 13:04:23,operator
161,2,Send_acceptance_pack,complete,2009-02-04 13:22:07,
162,2,Verify_repayment_agreement,assign,2009-02-04 13:22:07,operator
163,2,Verify_repayment_agreement,complete,2009-02-04 13:33:20,
164,2,Approve_application,assign,2009-02-04 13:33:20,operator
165,2,Approve_application,complete,2009-02-04 13:46:35,
166,2,Loan__application_approved,assign,2009-02-04 13:46:35,
167,2,Loan__application_approved,complete,2009-02-04 13:46:35,
168,10,Loan__application_received,assign,2010-02-04 14:00:00,
169,10,Loan__application_received,complete,2010-02-04 14:00:00,
170,10,Check__application__form_completeness,assign,2010-02-04 14:00:00,operator
171,10,Check__application__form_completeness,complete,2010-02-04 14:33:20,
172,10,Appraise_property,assign,2010-02-04 14:33:20,operator
173,10,Check_credit_history,assign,2010-02-04 14:33:20,operator
174,10,Check_credit_history,complete,2010-02-04 15:03:36,
175,10,Assess_loan_risk,assign,2010-02-04 15:03:36,operator
176,10,Assess_loan_risk,complete,2010-02-04 15:15:56,
177,10,Appraise_property,complete,2010-02-04 15:22:24,
178,10,Assess_eligibility,assign,2010-02-04 15:22:24,operator
179,10,Assess_eligibility,complete,2010-02-04 15:37:33,
180,10,Prepare_acceptance_pack,assign,2010-02-04 15:37:33,operator
181,10,Prepare_acceptance_pack,complete,2010-02-04 16:33:47,
182,10,Check_if_home_insurance_quote_is_requested,assign,2010-02-04 16:33:47,operator
183,10,Check_if_home_insurance_quote_is_requested,complete,2010-02-04 16:41:20,
184,10,Send_home_insurance_quote,assign,2010-02-04 16:41:20,operator
185,10,Send_home_insurance_quote,complete,2010-02-05 09:15:29,
186,10,Verify_repayment_agreement,assign,2010-02-05 09:15:29,operator
187,10,Verify_repayment_agreement,complete,2010-02-05 09:45:58,
188,10,Approve_application,assign,2010-02-05 09:45:58,operator
189,10,Approve_application,complete,2010-02-05 10:06:19,
190,10,Loan__application_approved,assign,2010-02-05 10:06:19,
191,10,Loan__application_approved,complete,2010-02-05 10:06:19,
192,47,Loan__application_received,assign,2011-02-06 16:30:00,
193,47,Loan__application_received,complete,2011-02-06 16:30:00,
194,47,Check__application__form_completeness,assign,2011-02-06 16:30:00,operator
195,47,Check__application__form_completeness,complete,2011-02-07 09:15:04,
196,47,Appraise_property,assign,2011-02-07 09:15:04,operator
197,47,Check_credit_history,assign,2011-02-07 09:15:04,operator
198,47,Check_credit_history,complete,2011-02-07 09:26:38,
199,47,Assess_loan_risk,assign,2011-02-07 09:26:38,operator
200,47,Appraise_property,complete,2011-02-07 11:00:45,
201,47,Assess_loan_risk,complete,2011-02-07 11:14:47,
202,47,Assess_eligibility,assign,2011-02-07 11:14:47,operator
203,47,Assess_eligibility,complete,2011-02-07 12:07:13,
204,47,Prepare_acceptance_pack,assign,2011-02-07 12:07:13,operator
205,47,Prepare_acceptance_pack,complete,2011-02-07 12:43:01,
206,47,Check_if_home_insurance_quote_is_requested,assign,2011-02-07 12:43:01,operator
207,47,Check_if_home_insurance_quote_is_requested,complete,2011-02-07 12:58:45,
208,47,Send_home_insurance_quote,assign,2011-02-07 12:58:45,operator
209,47,Send_home_insurance_quote,complete,2011-02-07 13:54:09,
210,47,Verify_repayment_agreement,assign,2011-02-07 13:54:09,operator
211,47,Verify_repayment_agreement,complete,2011-02-07 14:21:21,
212,47,Cancel_application,assign,2011-02-07 14:21:21,operator
213,47,Cancel_application,complete,2011-02-07 15:00:40,
214,47,Loan__application_canceled,assign,2011-02-07 15:00:40,
215,47,Loan__application_canceled,complete,2011-02-07 15:00:40,
216,249,Loan__application_received,assign,2012-02-25 13:30:00,
217,249,Loan__application_received,complete,2012-02-25 13:30:00,
218,249,Check__application__form_completeness,assign,2012-02-25 13:30:00,operator
219,249,Check__application__form_completeness,complete,2012-02-25 13:49:10,
220,249,Appraise_property,assign,2012-02-25 13:49:10,operator
221,249,Check_credit_history,assign,2012-02-25 13:49:10,operator
222,249,Appraise_property,complete,2012-02-25 13:49:22,
223,249,Check_credit_history,complete,2012-02-25 13:51:44,
224,249,Assess_loan_risk,assign,2012-02-25 13:51:44,operator
225,249,Assess_loan_risk,complete,2012-02-25 13:52:45,
226,249,Assess_eligibility,assign,2012-02-25 13:52:45,operator
227,249,Assess_eligibility,complete,2012-02-25 14:07:52,
228,249,Prepare_acceptance_pack,assign,2012-02-25 14:07:52,operator
229,249,Prepare_acceptance_pack,complete,2012-02-25 14:58:49,
230,249,Check_if_home_insurance_quote_is_requested,assign,2012-02-25 14:58:49,operator
231,249,Check_if_home_insurance_quote_is_requested,complete,2012-02-25 15:02:33,
232,249,Send_home_insurance_quote,assign,2012-02-25 15:02:33,operator
233,249,Send_home_insurance_quote,complete,2012-02-25 15:22:58,
234,249,Verify_repayment_agreement,assign,2012-02-25 15:22:58,operator
235,249,Verify_repayment_agreement,complete,2012-02-25 15:40:12,
236,249,Approve_application,assign,2012-02-25 15:40:12,operator
237,249,Approve_application,complete,2012-02-25 15:48:28,
238,249,Loan__application_approved,assign,2012-02-25 15:48:28,
239,249,Loan__application_approved,complete,2012-02-25 15:48:28,
240,206,Loan__application_received,assign,2012-02-20 16:00:00,
241,206,Loan__application_received,complete,2012-02-20 16:00:00,
242,206,Check__application__form_completeness,assign,2012-02-20 16:00:00,operator
243,206,Check__application__form_completeness,complete,2012-02-20 16:02:35,
244,206,Appraise_property,assign,2012-02-20 16:02:35,operator
245,206,Check_credit_history,assign,2012-02-20 16:02:35,operator
246,206,Check_credit_history,complete,2012-02-20 16:07:43,
247,206,Assess_loan_risk,assign,2012-02-20 16:07:43,operator
248,206,Assess_loan_risk,complete,2012-02-20 16:31:19,
249,206,Appraise_property,complete,2012-02-21 09:04:53,
250,206,Assess_eligibility,assign,2012-02-21 09:04:53,operator
251,206,Assess_eligibility,complete,2012-02-21 09:31:48,
252,206,Prepare_acceptance_pack,assign,2012-02-21 09:31:48,operator
253,206,Prepare_acceptance_pack,complete,2012-02-21 09:40:05,
254,206,Check_if_home_insurance_quote_is_requested,assign,2012-02-21 09:40:05,operator
255,206,Check_if_home_insurance_quote_is_requested,complete,2012-02-21 09:54:40,
256,206,Send_home_insurance_quote,assign,2012-02-21 09:54:40,operator
257,206,Send_home_insurance_quote,complete,2012-02-21 10:37:31,
258,206,Verify_repayment_agreement,assign,2012-02-21 10:37:31,operator
259,206,Verify_repayment_agreement,complete,2012-02-21 11:17:44,
260,206,Approve_application,assign,2012-02-21 11:17:44,operator
261,206,Approve_application,complete,2012-02-21 12:04:03,
262,206,Loan__application_approved,assign,2012-02-21 12:04:03,
263,206,Loan__application_approved,complete,2012-02-21 12:04:03,
264,51,Loan__application_received,assign,2013-02-07 10:30:00,
265,51,Loan__application_received,complete,2013-02-07 10:30:00,
266,51,Check__application__form_completeness,assign,2013-02-07 10:30:00,operator
267,51,Check__application__form_completeness,complete,2013-02-07 11:46:58,
268,51,Appraise_property,assign,2013-02-07 11:46:58,operator
269,51,Check_credit_history,assign,2013-02-07 11:46:58,operator
270,51,Appraise_property,complete,2013-02-07 11:50:32,
271,51,Check_credit_history,complete,2013-02-07 11:57:10,
272,51,Assess_loan_risk,assign,2013-02-07 11:57:10,operator
273,51,Assess_loan_risk,complete,2013-02-07 12:35:36,
274,51,Assess_eligibility,assign,2013-02-07 12:35:36,operator
275,51,Assess_eligibility,complete,2013-02-07 12:43:38,
276,51,Prepare_acceptance_pack,assign,2013-02-07 12:43:38,operator
277,51,Prepare_acceptance_pack,complete,2013-02-07 12:50:26,
278,51,Check_if_home_insurance_quote_is_requested,assign,2013-02-07 12:50:26,operator
279,51,Check_if_home_insurance_quote_is_requested,complete,2013-02-07 13:07:20,
280,51,Send_acceptance_pack,assign,2013-02-07 13:07:20,operator
281,51,Send_acceptance_pack,complete,2013-02-07 13:16:54,
282,51,Verify_repayment_agreement,assign,2013-02-07 13:16:54,operator
283,51,Verify_repayment_agreement,complete,2013-02-07 13:36:12,
284,51,Approve_application,assign,2013-02-07 13:36:12,operator
285,51,Approve_application,complete,2013-02-07 13:42:13,
286,51,Loan__application_approved,assign,2013-02-07 13:42:13,
287,51,Loan__application_approved,complete,2013-02-07 13:42:13,
288,15,Loan__application_received,assign,2014-02-04 16:30:00,
289,15,Loan__application_received,complete,2014-02-04 16:30:00,
290,15,Check__application__form_completeness,assign,2014-02-04 16:30:00,operator
291,15,Check__application__form_completeness,complete,2014-02-04 16:45:09,
292,15,Appraise_property,assign,2014-02-04 16:45:09,operator
293,15,Check_credit_history,assign,2014-02-04 16:45:09,operator
294,15,Check_credit_history,complete,2014-02-04 16:45:38,
295,15,Assess_loan_risk,assign,2014-02-04 16:45:38,operator
296,15,Assess_loan_risk,complete,2014-02-04 16:54:47,
297,15,Appraise_property,complete,2014-02-05 09:46:11,
298,15,Assess_eligibility,assign,2014-02-05 09:46:11,operator
299,15,Assess_eligibility,complete,2014-02-05 10:06:07,
300,15,Prepare_acceptance_pack,assign,2014-02-05 10:06:07,operator
301,15,Prepare_acceptance_pack,complete,2014-02-05 10:38:28,
302,15,Check_if_home_insurance_quote_is_requested,assign,2014-02-05 10:38:28,operator
303,15,Check_if_home_insurance_quote_is_requested,complete,2014-02-05 11:25:10,
304,15,Send_acceptance_pack,assign,2014-02-05 11:25:10,operator
305,15,Send_acceptance_pack,complete,2014-02-05 12:26:57,
306,15,Verify_repayment_agreement,assign,2014-02-05 12:26:57,operator
307,15,Verify_repayment_agreement,complete,2014-02-05 13:11:16,
308,15,Approve_application,assign,2014-02-05 13:11:16,operator
309,15,Approve_application,complete,2014-02-05 13:23:00,
310,15,Loan__application_approved,assign,2014-02-05 13:23:00,
311,15,Loan__application_approved,complete,2014-02-05 13:23:00,
312,27,Loan__application_received,assign,2015-02-05 14:30:00,
313,27,Loan__application_received,complete,2015-02-05 14:30:00,
314,27,Check__application__form_completeness,assign,2015-02-05 14:30:00,operator
315,27,Check__application__form_completeness,complete,2015-02-05 14:43:14,
316,27,Appraise_property,assign,2015-02-05 14:43:14,operator
317,27,Check_credit_history,assign,2015-02-05 14:43:14,operator
318,27,Check_credit_history,complete,2015-02-05 15:45:57,
319,27,Assess_loan_risk,assign,2015-02-05 15:45:57,operator
320,27,Appraise_property,complete,2015-02-05 16:04:06,
321,27,Assess_loan_risk,complete,2015-02-05 16:11:09,
322,27,Assess_eligibility,assign,2015-02-05 16:11:09,operator
323,27,Assess_eligibility,complete,2015-02-06 10:30:44,
324,27,Prepare_acceptance_pack,assign,2015-02-06 10:30:44,operator
325,27,Prepare_acceptance_pack,complete,2015-02-06 10:38:36,
326,27,Check_if_home_insurance_quote_is_requested,assign,2015-02-06 10:38:36,operator
327,27,Check_if_home_insurance_quote_is_requested,complete,2015-02-06 11:45:33,
328,27,Send_acceptance_pack,assign,2015-02-06 11:45:33,operator
329,27,Send_acceptance_pack,complete,2015-02-06 11:46:31,
330,27,Verify_repayment_agreement,assign,2015-02-06 11:46:31,operator
331,27,Verify_repayment_agreement,complete,2015-02-06 12:12:20,
332,27,Cancel_application,assign,2015-02-06 12:12:20,operator
333,27,Cancel_application,complete,2015-02-06 12:42:58,
334,27,Loan__application_canceled,assign,2015-02-06 12:42:58,
335,27,Loan__application_canceled,complete,2015-02-06 12:42:58,
336,170,Loan__application_received,assign,2016-02-18 14:00:00,
337,170,Loan__application_received,complete,2016-02-18 14:00:00,
338,170,Check__application__form_completeness,assign,2016-02-18 14:00:00,operator
339,170,Check__application__form_completeness,complete,2016-02-18 14:15:58,
340,170,Appraise_property,assign,2016-02-18 14:15:58,operator
341,170,Check_credit_history,assign,2016-02-18 14:15:58,operator
342,170,Appraise_property,complete,2016-02-18 14:43:32,
343,170,Check_credit_history,complete,2016-02-18 15:15:11,
344,170,Assess_loan_risk,assign,2016-02-18 15:15:11,operator
345,170,Assess_loan_risk,complete,2016-02-18 15:27:15,
346,170,Assess_eligibility,assign,2016-02-18 15:27:15,operator
347,170,Assess_eligibility,complete,2016-02-18 16:50:49,
348,170,Reject_application,assign,2016-02-18 16:50:49,operator
349,170,Reject_application,complete,2016-02-18 16:52:11,
350,170,Loan_application_rejected,assign,2016-02-18 16:52:11,
351,170,Loan_application_rejected,complete,2016-02-18 16:52:11,
352,210,Loan__application_received,assign,2017-02-21 10:00:00,
353,210,Loan__application_received,complete,2017-02-21 10:00:00,
354,210,Check__application__form_completeness,assign,2017-02-21 10:00:00,operator
355,210,Check__application__form_completeness,complete,2017-02-21 11:12:39,
356,210,Appraise_property,assign,2017-02-21 11:12:39,operator
357,210,Check_credit_history,assign,2017-02-21 11:12:39,operator
358,210,Check_credit_history,complete,2017-02-21 11:50:49,
359,210,Assess_loan_risk,assign,2017-02-21 11:50:49,operator
360,210,Appraise_property,complete,2017-02-21 12:02:29,
361,210,Assess_loan_risk,complete,2017-02-21 13:03:34,
362,210,Assess_eligibility,assign,2017-02-21 13:03:34,operator
363,210,Assess_eligibility,complete,2017-02-21 13:58:43,
364,210,Prepare_acceptance_pack,assign,2017-02-21 13:58:43,operator
365,210,Prepare_acceptance_pack,complete,2017-02-21 14:29:32,
366,210,Check_if_home_insurance_quote_is_requested,assign,2017-02-21 14:29:32,operator
367,210,Check_if_home_insurance_quote_is_requested,complete,2017-02-21 14:42:39,
368,210,Send_home_insurance_quote,assign,2017-02-21 14:42:39,operator
369,210,Send_home_insurance_quote,complete,2017-02-21 14:57:25,
370,210,Verify_repayment_agreement,assign,2017-02-21 14:57:25,operator
371,210,Verify_repayment_agreement,complete,2017-02-21 15:32:00,
372,210,Cancel_application,assign,2017-02-21 15:32:00,operator
373,210,Cancel_application,complete,2017-02-21 16:09:01,
374,210,Loan__application_canceled,assign,2017-02-21 16:09:01,
375,210,Loan__application_canceled,complete,2017-02-21 16:09:01,
376,100,Loan__application_received,assign,2018-02-12 11:00:00,
377,100,Loan__application_received,complete,2018-02-12 11:00:00,
378,100,Check__application__form_completeness,assign,2018-02-12 11:00:00,operator
379,100,Check__application__form_completeness,complete,2018-02-12 11:40:51,
380,100,Appraise_property,assign,2018-02-12 11:40:51,operator
381,100,Check_credit_history,assign,2018-02-12 11:40:51,operator
382,100,Check_credit_history,complete,2018-02-12 12:19:54,
383,100,Assess_loan_risk,assign,2018-02-12 12:19:54,operator
384,100,Assess_loan_risk,complete,2018-02-12 12:36:41,
385,100,Appraise_property,complete,2018-02-12 12:37:19,
386,100,Assess_eligibility,assign,2018-02-12 12:37:19,operator
387,100,Assess_eligibility,complete,2018-02-12 13:30:13,
388,100,Reject_application,assign,2018-02-12 13:30:13,operator
389,100,Reject_application,complete,2018-02-12 13:41:36,
390,100,Loan_application_rejected,assign,2018-02-12 13:41:36,
391,100,Loan_application_rejected,complete,2018-02-12 13:41:36,
392,95,Loan__application_received,assign,2019-02-11 16:30:00,
393,95,Loan__application_received,complete,2019-02-11 16:30:00,
394,95,Check__application__form_completeness,assign,2019-02-11 16:30:00,operator
395,95,Check__application__form_completeness,complete,2019-02-12 09:59:02,
396,95,Appraise_property,assign,2019-02-12 09:59:02,operator
397,95,Check_credit_history,assign,2019-02-12 09:59:02,operator
398,95,Appraise_property,complete,2019-02-12 10:12:17,
399,95,Check_credit_history,complete,2019-02-12 10:21:01,
400,95,Assess_loan_risk,assign,2019-02-12 10:21:01,operator
401,95,Assess_loan_risk,complete,2019-02-12 10:31:28,
402,95,Assess_eligibility,assign,2019-02-12 10:31:28,operator
403,95,Assess_eligibility,complete,2019-02-12 11:17:55,
404,95,Reject_application,assign,2019-02-12 11:17:55,operator
405,95,Reject_application,complete,2019-02-12 11:36:23,
406,95,Loan_application_rejected,assign,2019-02-12 11:36:23,
407,95,Loan_application_rejected,complete,2019-02-12 11:36:23,
408,87,Loan__application_received,assign,2020-02-11 12:30:00,
409,87,Loan__application_received,complete,2020-02-11 12:30:00,
410,87,Check__application__form_completeness,assign,2020-02-11 12:30:00,operator
411,87,Check__application__form_completeness,complete,2020-02-11 12:41:58,
412,87,Appraise_property,assign,2020-02-11 12:41:58,operator
413,87,Check_credit_history,assign,2020-02-11 12:41:58,operator
414,87,Check_credit_history,complete,2020-02-11 12:42:41,
415,87,Assess_loan_risk,assign,2020-02-11 12:42:41,operator
416,87,Appraise_property,complete,2020-02-11 12:56:52,
417,87,Assess_loan_risk,complete,2020-02-11 13:26:46,
418,87,Assess_eligibility,assign,2020-02-11 13:26:46,operator
419,87,Assess_eligibility,complete,2020-02-11 13:58:14,
420,87,Prepare_acceptance_pack,assign,2020-02-11 13:58:14,operator
421,87,Prepare_acceptance_pack,complete,2020-02-11 14:07:46,
422,87,Check_if_home_insurance_quote_is_requested,assign,2020-02-11 14:07:46,operator
423,87,Check_if_home_insurance_quote_is_requested,complete,2020-02-11 15:16:59,
424,87,Send_home_insurance_quote,assign,2020-02-11 15:16:59,operator
425,87,Send_home_insurance_quote,complete,2020-02-11 15:37:36,
426,87,Verify_repayment_agreement,assign,2020-02-11 15:37:36,operator
427,87,Verify_repayment_agreement,complete,2020-02-11 16:43:39,
428,87,Approve_application,assign,2020-02-11 16:43:39,operator
429,87,Approve_application,complete,2020-02-12 09:23:03,
430,87,Loan__application_approved,assign,2020-02-12 09:23:03,
431,87,Loan__application_approved,complete,2020-02-12 09:23:03,
432,207,Loan__application_received,assign,2021-02-20 16:30:00,
433,207,Loan__application_received,complete,2021-02-20 16:30:00,
434,207,Check__application__form_completeness,assign,2021-02-20 16:30:00,operator
435,207,Check__application__form_completeness,complete,2021-02-20 16:53:27,
436,207,Appraise_property,assign,2021-02-20 16:53:27,operator
437,207,Check_credit_history,assign,2021-02-20 16:53:27,operator
438,207,Appraise_property,complete,2021-02-20 16:55:45,
