,id,activity_name
1130,b1_302,Loan__application_received
1132,b1_302,Check__application__form_completeness
1134,b1_302,Appraise_property
1135,b1_302,Check_credit_history
1137,b1_302,Assess_loan_risk
1140,b1_302,Assess_eligibility
1142,b1_302,Reject_application
1144,b1_302,Loan_application_rejected
1146,b1_462,Loan__application_received
1148,b1_462,Check__application__form_completeness
1150,b1_462,Appraise_property
1151,b1_462,Check_credit_history
1153,b1_462,Assess_loan_risk
1156,b1_462,Assess_eligibility
1158,b1_462,Prepare_acceptance_pack
1160,b1_462,Check_if_home_insurance_quote_is_requested
1162,b1_462,Send_home_insurance_quote
1164,b1_462,Verify_repayment_agreement
1166,b1_462,Approve_application
1168,b1_462,Loan__application_approved
1170,b1_171,Loan__application_received
1172,b1_171,Check__application__form_completeness
1174,b1_171,Appraise_property
1175,b1_171,Check_credit_history
1178,b1_171,Assess_loan_risk
1180,b1_171,Assess_eligibility
1182,b1_171,Prepare_acceptance_pack
1184,b1_171,Check_if_home_insurance_quote_is_requested
1186,b1_171,Send_home_insurance_quote
1188,b1_171,Verify_repayment_agreement
1190,b1_171,Cancel_application
1192,b1_171,Loan__application_canceled
1194,b1_270,Loan__application_received
1196,b1_270,Check__application__form_completeness
1198,b1_270,Appraise_property
1199,b1_270,Check_credit_history
1201,b1_270,Assess_loan_risk
1204,b1_270,Assess_eligibility
1206,b1_270,Reject_application
1208,b1_270,Loan_application_rejected
1210,b1_40,Loan__application_received
1212,b1_40,Check__application__form_completeness
1214,b1_40,Appraise_property
1215,b1_40,Check_credit_history
1217,b1_40,Assess_loan_risk
1220,b1_40,Assess_eligibility
1222,b1_40,Prepare_acceptance_pack
1224,b1_40,Check_if_home_insurance_quote_is_requested
1226,b1_40,Send_acceptance_pack
1228,b1_40,Verify_repayment_agreement
1230,b1_40,Cancel_application
1232,b1_40,Loan__application_canceled
1234,b1_472,Loan__application_received
1236,b1_472,Check__application__form_completeness
1238,b1_472,Appraise_property
1239,b1_472,Check_credit_history
1242,b1_472,Assess_loan_risk
1244,b1_472,Assess_eligibility
1246,b1_472,Prepare_acceptance_pack
1248,b1_472,Check_if_home_insurance_quote_is_requested
1250,b1_472,Send_home_insurance_quote
1252,b1_472,Verify_repayment_agreement
1254,b1_472,Cancel_application
1256,b1_472,Loan__application_canceled
1258,b1_119,Loan__application_received
1260,b1_119,Check__application__form_completeness
1262,b1_119,Appraise_property
1263,b1_119,Check_credit_history
1265,b1_119,Assess_loan_risk
1268,b1_119,Assess_eligibility
1270,b1_119,Reject_application
1272,b1_119,Loan_application_rejected
1274,b1_377,Loan__application_received
1276,b1_377,Check__application__form_completeness
1278,b1_377,Appraise_property
1279,b1_377,Check_credit_history
1281,b1_377,Assess_loan_risk
1284,b1_377,Assess_eligibility
1286,b1_377,Reject_application
1288,b1_377,Loan_application_rejected
1290,b1_52,Loan__application_received
1292,b1_52,Check__application__form_completeness
1294,b1_52,Appraise_property
1295,b1_52,Check_credit_history
1298,b1_52,Assess_loan_risk
1300,b1_52,Assess_eligibility
1302,b1_52,Prepare_acceptance_pack
1304,b1_52,Check_if_home_insurance_quote_is_requested
1306,b1_52,Send_acceptance_pack
1308,b1_52,Verify_repayment_agreement
1310,b1_52,Cancel_application
1312,b1_52,Loan__application_canceled
1314,b1_89,Loan__application_received
1316,b1_89,Check__application__form_completeness
1318,b1_89,Appraise_property
1319,b1_89,Check_credit_history
1322,b1_89,Assess_loan_risk
1324,b1_89,Assess_eligibility
1326,b1_89,Prepare_acceptance_pack
1328,b1_89,Check_if_home_insurance_quote_is_requested
1330,b1_89,Send_home_insurance_quote
1332,b1_89,Verify_repayment_agreement
1334,b1_89,Approve_application
1336,b1_89,Loan__application_approved
1338,b1_338,Loan__application_received
1340,b1_338,Check__application__form_completeness
1342,b1_338,Appraise_property
1343,b1_338,Check_credit_history
1346,b1_338,Assess_loan_risk
1348,b1_338,Assess_eligibility
1350,b1_338,Reject_application
1352,b1_338,Loan_application_rejected
1354,b1_205,Loan__application_received
1356,b1_205,Check__application__form_completeness
1358,b1_205,Appraise_property
1359,b1_205,Check_credit_history
1361,b1_205,Assess_loan_risk
1364,b1_205,Assess_eligibility
1366,b1_205,Prepare_acceptance_pack
1368,b1_205,Check_if_home_insurance_quote_is_requested
1370,b1_205,Send_acceptance_pack
1372,b1_205,Verify_repayment_agreement
1374,b1_205,Approve_application
1376,b1_205,Loan__application_approved
1378,b1_379,Loan__application_received
1380,b1_379,Check__application__form_completeness
1382,b1_379,Appraise_property
1383,b1_379,Check_credit_history
1385,b1_379,Assess_loan_risk
1388,b1_379,Assess_eligibility
1390,b1_379,Reject_application
1392,b1_379,Loan_application_rejected
1394,b1_201,Loan__application_received
1396,b1_201,Check__application__form_completeness
1398,b1_201,Appraise_property
1399,b1_201,Check_credit_history
1402,b1_201,Assess_loan_risk
1404,b1_201,Assess_eligibility
1406,b1_201,Reject_application
1408,b1_201,Loan_application_rejected
1410,b1_108,Loan__application_received
1412,b1_108,Check__application__form_completeness
1414,b1_108,Appraise_property
1415,b1_108,Check_credit_history
1417,b1_108,Assess_loan_risk
1420,b1_108,Assess_eligibility
1422,b1_108,Prepare_acceptance_pack
1424,b1_108,Check_if_home_insurance_quote_is_requested
1426,b1_108,Send_home_insurance_quote
1428,b1_108,Verify_repayment_agreement
1430,b1_108,Cancel_application
1432,b1_108,Loan__application_canceled
1434,b1_9,Loan__application_received
1436,b1_9,Check__application__form_completeness
1438,b1_9,Appraise_property
1439,b1_9,Check_credit_history
1442,b1_9,Assess_loan_risk
1444,b1_9,Assess_eligibility
1446,b1_9,Prepare_acceptance_pack
1448,b1_9,Check_if_home_insurance_quote_is_requested
1450,b1_9,Send_home_insurance_quote
1452,b1_9,Verify_repayment_agreement
1454,b1_9,Approve_application
1456,b1_9,Loan__application_approved
1458,b1_261,Loan__application_received
1460,b1_261,Check__application__form_completeness
1462,b1_261,Appraise_property
1463,b1_261,Check_credit_history
1466,b1_261,Assess_loan_risk
1468,b1_261,Assess_eligibility
1470,b1_261,Prepare_acceptance_pack
1472,b1_261,Check_if_home_insurance_quote_is_requested
1474,b1_261,Send_acceptance_pack
1476,b1_261,Verify_repayment_agreement
1478,b1_261,Approve_application
1480,b1_261,Loan__application_approved
1482,b1_491,Loan__application_received
1484,b1_491,Check__application__form_completeness
1486,b1_491,Return_application_back_to_applicant
1488,b1_491,Receive_updated_application
1490,b1_491,Check__application__form_completeness
1492,b1_491,Appraise_property
1493,b1_491,Check_credit_history
1495,b1_491,Assess_loan_risk
1498,b1_491,Assess_eligibility
1500,b1_491,Reject_application
1502,b1_491,Loan_application_rejected
1504,b1_140,Loan__application_received
1506,b1_140,Check__application__form_completeness
1508,b1_140,Return_application_back_to_applicant
1510,b1_140,Receive_updated_application
1512,b1_140,Check__application__form_completeness
1514,b1_140,Appraise_property
1515,b1_140,Check_credit_history
1517,b1_140,Assess_loan_risk
1520,b1_140,Assess_eligibility
1522,b1_140,Reject_application
1524,b1_140,Loan_application_rejected
1526,b1_281,Loan__application_received
1528,b1_281,Check__application__form_completeness
1530,b1_281,Appraise_property
1531,b1_281,Check_credit_history
1533,b1_281,Assess_loan_risk
1536,b1_281,Assess_eligibility
1538,b1_281,Prepare_acceptance_pack
1540,b1_281,Check_if_home_insurance_quote_is_requested
1542,b1_281,Send_home_insurance_quote
1544,b1_281,Verify_repayment_agreement
1546,b1_281,Cancel_application
1548,b1_281,Loan__application_canceled
1550,b1_484,Loan__application_received
1552,b1_484,Check__application__form_completeness
1554,b1_484,Appraise_property
1555,b1_484,Check_credit_history
1557,b1_484,Assess_loan_risk
1560,b1_484,Assess_eligibility
1562,b1_484,Reject_application
1564,b1_484,Loan_application_rejected
1566,b1_164,Loan__application_received
1568,b1_164,Check__application__form_completeness
1570,b1_164,Return_application_back_to_applicant
1572,b1_164,Receive_updated_application
1574,b1_164,Check__application__form_completeness
1576,b1_164,Appraise_property
1577,b1_164,Check_credit_history
1580,b1_164,Assess_loan_risk
1582,b1_164,Assess_eligibility
1584,b1_164,Reject_application
1586,b1_164,Loan_application_rejected
1588,b1_194,Loan__application_received
1590,b1_194,Check__application__form_completeness
1592,b1_194,Appraise_property
1593,b1_194,Check_credit_history
1595,b1_194,Assess_loan_risk
1598,b1_194,Assess_eligibility
1600,b1_194,Reject_application
1602,b1_194,Loan_application_rejected
1604,b1_367,Loan__application_received
1606,b1_367,Check__application__form_completeness
1608,b1_367,Appraise_property
1609,b1_367,Check_credit_history
1612,b1_367,Assess_loan_risk
1614,b1_367,Assess_eligibility
1616,b1_367,Reject_application
1618,b1_367,Loan_application_rejected
1620,b1_291,Loan__application_received
1622,b1_291,Check__application__form_completeness
